Время                                       Угловой преобразователь 3 COM8 - Абсолютная Угловой преобразователь 2 COM8 - Абсолютная Угловой преобразователь 1 COM8 - Абсолютная 
* 0                                          223°56´43´´                                 261°41´39´´                                 205°45´07´´                                
1215047                                      224°01´59´´                                 243°56´25´´                                 211°06´47´´                                
1215156                                      224°01´59´´                                 242°58´25´´                                 211°06´47´´                                
1215266                                      224°01´59´´                                 242°58´25´´                                 211°51´37´´                                
1215375                                      224°01´59´´                                 242°24´08´´                                 212°54´54´´                                
1215485                                      224°01´59´´                                 242°00´24´´                                 212°54´54´´                                
1215594                                      224°01´59´´                                 242°00´24´´                                 214°06´05´´                                
1215703                                      224°01´59´´                                 241°49´51´´                                 214°06´05´´                                
1215813                                      224°01´59´´                                 241°49´51´´                                 215°27´49´´                                
1215922                                      224°01´59´´                                 241°57´46´´                                 217°15´56´´                                
1216031                                      224°01´59´´                                 241°57´46´´                                 217°15´56´´                                
1216141                                      224°01´59´´                                 242°26´46´´                                 219°01´24´´                                
1216250                                      224°01´59´´                                 242°47´52´´                                 219°01´24´´                                
1216360                                      224°01´59´´                                 242°47´52´´                                 220°46´52´´                                
1216469                                      224°01´59´´                                 242°58´25´´                                 220°46´52´´                                
1216578                                      224°01´59´´                                 242°58´25´´                                 222°37´37´´                                
1216688                                      224°01´59´´                                 242°53´08´´                                 223°56´43´´                                
1216797                                      224°01´59´´                                 242°13´35´´                                 223°56´43´´                                
1216906                                      224°01´59´´                                 242°13´35´´                                 224°41´32´´                                
1217016                                      224°01´59´´                                 241°31´24´´                                 224°41´32´´                                
1217125                                      224°01´59´´                                 241°31´24´´                                 225°10´32´´                                
1217235                                      224°01´59´´                                 240°22´51´´                                 225°42´11´´                                
1217344                                      224°01´59´´                                 240°22´51´´                                 225°42´11´´                                
1217453                                      224°01´59´´                                 239°03´45´´                                 226°40´11´´                                
1217563                                      224°01´59´´                                 238°11´00´´                                 226°40´11´´                                
1217672                                      224°01´59´´                                 238°11´00´´                                 227°56´39´´                                
1217781                                      224°01´59´´                                 237°31´27´´                                 227°56´39´´                                
1217891                                      224°01´59´´                                 237°31´27´´                                 229°36´51´´                                
1218000                                      224°01´59´´                                 236°57´11´´                                 231°01´13´´                                
1218110                                      224°01´59´´                                 236°33´27´´                                 231°01´13´´                                
1218219                                      224°01´59´´                                 236°33´27´´                                 232°36´09´´                                
1218328                                      224°01´59´´                                 236°28´11´´                                 232°36´09´´                                
1218438                                      224°01´59´´                                 236°28´11´´                                 234°05´48´´                                
1218547                                      224°01´59´´                                 236°51´54´´                                 235°35´26´´                                
1218656                                      224°01´59´´                                 236°51´54´´                                 235°35´26´´                                
1218766                                      224°01´59´´                                 237°34´06´´                                 236°59´49´´                                
1218875                                      224°01´59´´                                 238°13´39´´                                 236°59´49´´                                
1218985                                      224°01´59´´                                 238°13´39´´                                 237°52´33´´                                
1219094                                      224°01´59´´                                 238°53´12´´                                 237°52´33´´                                
1219203                                      224°01´59´´                                 238°53´12´´                                 238°37´22´´                                
1219313                                      224°01´59´´                                 239°30´07´´                                 239°24´50´´                                
1219422                                      224°01´59´´                                 239°53´50´´                                 239°24´50´´                                
1219531                                      224°01´59´´                                 239°53´50´´                                 240°25´29´´                                
1219641                                      224°01´59´´                                 240°07´01´´                                 240°25´29´´                                
1219750                                      224°01´59´´                                 240°07´01´´                                 241°12´56´´                                
1219860                                      224°01´59´´                                 240°17´34´´                                 241°49´51´´                                
1219969                                      224°01´59´´                                 240°17´34´´                                 241°49´51´´                                
1220078                                      224°01´59´´                                 240°30´45´´                                 241°49´51´´                                
1220188                                      224°01´59´´                                 240°57´07´´                                 241°49´51´´                                
1220297                                      224°01´59´´                                 240°57´07´´                                 241°44´35´´                                
1220406                                      224°01´59´´                                 241°26´07´´                                 241°44´35´´                                
1220516                                      224°01´59´´                                 241°26´07´´                                 241°28´46´´                                
1220625                                      224°01´59´´                                 241°47´13´´                                 241°15´35´´                                
1220735                                      224°01´59´´                                 241°52´30´´                                 241°15´35´´                                
1220844                                      224°01´59´´                                 241°52´30´´                                 241°02´24´´                                
1220953                                      224°01´59´´                                 241°49´51´´                                 241°02´24´´                                
1221063                                      224°01´59´´                                 241°49´51´´                                 240°49´13´´                                
1221172                                      224°01´59´´                                 241°41´57´´                                 240°46´34´´                                
1221281                                      224°01´59´´                                 241°41´57´´                                 240°46´34´´                                
1221391                                      224°01´59´´                                 241°23´29´´                                 240°49´13´´                                
1221500                                      224°01´59´´                                 240°54´29´´                                 240°49´13´´                                
1221610                                      224°01´59´´                                 240°54´29´´                                 240°54´29´´                                
1221719                                      224°01´59´´                                 240°30´45´´                                 240°54´29´´                                
1221828                                      224°01´59´´                                 240°30´45´´                                 240°54´29´´                                
1221938                                      224°01´59´´                                 240°14´56´´                                 240°41´18´´                                
1222047                                      224°01´59´´                                 240°09´40´´                                 240°41´18´´                                
1222156                                      224°01´59´´                                 240°09´40´´                                 240°20´12´´                                
1222266                                      224°01´59´´                                 240°14´56´´                                 240°20´12´´                                
1222375                                      224°01´59´´                                 240°14´56´´                                 239°51´12´´                                
1222485                                      224°01´59´´                                 240°33´23´´                                 239°09´01´´                                
1222594                                      224°01´59´´                                 240°33´23´´                                 239°09´01´´                                
1222703                                      224°01´59´´                                 240°54´29´´                                 238°47´55´´                                
1222813                                      224°01´59´´                                 241°20´51´´                                 238°47´55´´                                
1222922                                      224°01´59´´                                 241°20´51´´                                 238°40´01´´                                
1223031                                      224°01´59´´                                 241°41´57´´                                 238°40´01´´                                
1223141                                      224°01´59´´                                 241°41´57´´                                 238°37´22´´                                
1223250                                      224°01´59´´                                 241°55´08´´                                 238°37´22´´                                
1223360                                      224°01´59´´                                 242°03´02´´                                 238°37´22´´                                
1223469                                      224°01´59´´                                 242°03´02´´                                 238°37´22´´                                
1223578                                      224°01´59´´                                 242°13´35´´                                 238°37´22´´                                
1223688                                      224°01´59´´                                 242°13´35´´                                 238°37´22´´                                
1223797                                      224°01´59´´                                 242°37´19´´                                 238°34´44´´                                
1223906                                      224°01´59´´                                 242°37´19´´                                 238°34´44´´                                
1224016                                      224°01´59´´                                 242°45´14´´                                 238°26´50´´                                
1224125                                      224°01´59´´                                 242°45´14´´                                 238°26´50´´                                
1224235                                      224°01´59´´                                 242°37´19´´                                 238°26´50´´                                
1224344                                      224°01´59´´                                 242°13´35´´                                 238°26´50´´                                
1224453                                      224°01´59´´                                 242°13´35´´                                 238°32´06´´                                
1224563                                      224°01´59´´                                 241°36´40´´                                 238°32´06´´                                
1224672                                      224°01´59´´                                 241°36´40´´                                 238°50´33´´                                
1224781                                      224°01´59´´                                 241°02´24´´                                 239°27´28´´                                
1224891                                      224°01´59´´                                 240°22´51´´                                 239°27´28´´                                
1225000                                      224°01´59´´                                 240°22´51´´                                 240°25´29´´                                
1225110                                      224°01´59´´                                 239°51´12´´                                 240°25´29´´                                
1225219                                      224°01´59´´                                 239°51´12´´                                 240°49´13´´                                
1225328                                      224°01´59´´                                 239°27´28´´                                 240°57´07´´                                
1225438                                      224°01´59´´                                 239°27´28´´                                 240°57´07´´                                
1225547                                      224°01´59´´                                 239°09´01´´                                 241°07´40´´                                
1225656                                      224°01´59´´                                 239°14´17´´                                 241°07´40´´                                
1225766                                      224°01´59´´                                 239°14´17´´                                 241°07´40´´                                
1225875                                      224°01´59´´                                 239°40´39´´                                 241°07´40´´                                
1225985                                      224°01´59´´                                 239°40´39´´                                 241°07´40´´                                
1226094                                      224°01´59´´                                 240°20´12´´                                 241°02´24´´                                
1226203                                      224°01´59´´                                 240°57´07´´                                 241°02´24´´                                
1226313                                      224°01´59´´                                 240°57´07´´                                 240°38´40´´                                
1226422                                      224°01´59´´                                 241°39´18´´                                 240°38´40´´                                
1226531                                      224°01´59´´                                 241°39´18´´                                 240°09´40´´                                
1226641                                      224°01´59´´                                 242°34´41´´                                 239°51´12´´                                
1226750                                      224°01´59´´                                 242°34´41´´                                 239°51´12´´                                
1226860                                      224°01´59´´                                 243°19´30´´                                 239°45´56´´                                
1226969                                      224°01´59´´                                 244°09´36´´                                 239°45´56´´                                
1227078                                      224°01´59´´                                 244°09´36´´                                 239°38´01´´                                
1227188                                      224°01´59´´                                 244°35´58´´                                 239°38´01´´                                
1227297                                      224°01´59´´                                 244°35´58´´                                 239°30´07´´                                
1227406                                      224°01´59´´                                 244°59´42´´                                 239°27´28´´                                
1227516                                      224°01´59´´                                 245°12´53´´                                 239°27´28´´                                
1227625                                      224°01´59´´                                 245°12´53´´                                 239°35´23´´                                
1227735                                      224°01´59´´                                 245°23´26´´                                 239°35´23´´                                
1227844                                      224°01´59´´                                 245°23´26´´                                 239°56´29´´                                
1227953                                      224°01´59´´                                 245°26´04´´                                 240°12´18´´                                
1228063                                      224°01´59´´                                 245°26´04´´                                 240°12´18´´                                
1228172                                      224°01´59´´                                 245°12´53´´                                 240°17´34´´                                
1228281                                      224°01´59´´                                 245°02´20´´                                 240°17´34´´                                
1228391                                      224°01´59´´                                 245°02´20´´                                 240°22´51´´                                
1228500                                      224°01´59´´                                 244°49´09´´                                 240°22´51´´                                
1228610                                      224°01´59´´                                 244°49´09´´                                 240°22´51´´                                
1228719                                      224°01´59´´                                 244°17´31´´                                 240°22´51´´                                
1228828                                      224°01´59´´                                 243°30´03´´                                 240°22´51´´                                
1228938                                      224°01´59´´                                 243°30´03´´                                 240°20´12´´                                
1229047                                      224°01´59´´                                 242°58´25´´                                 240°20´12´´                                
1229156                                      224°01´59´´                                 242°58´25´´                                 240°46´34´´                                
1229266                                      224°01´59´´                                 242°18´52´´                                 240°59´45´´                                
1229375                                      224°01´59´´                                 242°18´52´´                                 240°59´45´´                                
1229485                                      224°01´59´´                                 241°55´08´´                                 241°15´35´´                                
1229594                                      224°01´59´´                                 241°36´40´´                                 241°15´35´´                                
1229703                                      224°01´59´´                                 241°36´40´´                                 241°18´13´´                                
1229813                                      224°01´59´´                                 241°36´40´´                                 241°18´13´´                                
1229922                                      224°01´59´´                                 241°36´40´´                                 241°05´02´´                                
1230031                                      224°01´59´´                                 241°47´13´´                                 240°41´18´´                                
1230141                                      224°01´59´´                                 242°13´35´´                                 240°41´18´´                                
1230250                                      224°01´59´´                                 242°13´35´´                                 240°04´23´´                                
1230360                                      224°01´59´´                                 242°13´35´´                                 240°04´23´´                                
1230469                                      224°01´59´´                                 242°58´25´´                                 238°40´01´´                                
1230578                                      224°01´59´´                                 243°40´36´´                                 238°40´01´´                                
1230688                                      224°01´59´´                                 243°40´36´´                                 237°15´38´´                                
1230797                                      224°01´59´´                                 244°33´20´´                                 237°15´38´´                                
1230906                                      224°01´59´´                                 244°33´20´´                                 235°30´10´´                                
1231016                                      224°01´59´´                                 245°33´59´´                                 233°34´09´´                                
1231125                                      224°01´59´´                                 245°33´59´´                                 233°34´09´´                                
1231235                                      224°01´59´´                                 246°29´21´´                                 231°35´30´´                                
1231344                                      224°01´59´´                                 247°22´05´´                                 231°35´30´´                                
1231453                                      224°01´59´´                                 247°22´05´´                                 229°34´13´´                                
1231563                                      224°01´59´´                                 247°45´49´´                                 229°34´13´´                                
1231672                                      224°01´59´´                                 247°45´49´´                                 227°09´11´´                                
1231781                                      224°01´59´´                                 247°43´11´´                                 225°13´11´´                                
1231891                                      224°01´59´´                                 247°22´05´´                                 225°13´11´´                                
1232000                                      224°01´59´´                                 247°22´05´´                                 223°43´32´´                                
1232110                                      224°01´59´´                                 246°53´05´´                                 223°43´32´´                                
1232219                                      224°01´59´´                                 246°53´05´´                                 222°37´37´´                                
1232328                                      224°01´59´´                                 246°24´04´´                                 221°44´52´´                                
1232438                                      224°01´59´´                                 246°24´04´´                                 221°44´52´´                                
1232547                                      224°01´59´´                                 245°52´26´´                                 221°00´03´´                                
1232656                                      224°01´59´´                                 244°57´04´´                                 221°00´03´´                                
1232766                                      224°01´59´´                                 244°57´04´´                                 220°07´19´´                                
1232875                                      224°01´59´´                                 244°22´47´´                                 220°07´19´´                                
1232985                                      224°01´59´´                                 244°22´47´´                                 219°35´41´´                                
1233094                                      224°01´59´´                                 244°01´41´´                                 219°19´51´´                                
1233203                                      224°01´59´´                                 244°20´09´´                                 219°19´51´´                                
1233313                                      224°01´59´´                                 244°20´09´´                                 219°25´08´´                                
1233422                                      224°01´59´´                                 244°22´47´´                                 219°25´08´´                                
1233531                                      224°01´59´´                                 244°22´47´´                                 219°25´08´´                                
1233641                                      224°01´59´´                                 244°41´15´´                                 219°40´57´´                                
1233750                                      224°01´59´´                                 244°41´15´´                                 219°40´57´´                                
1233860                                      224°01´59´´                                 245°02´20´´                                 220°09´57´´                                
1233969                                      224°01´59´´                                 245°47´10´´                                 220°09´57´´                                
1234078                                      224°01´59´´                                 245°47´10´´                                 220°46´52´´                                
1234188                                      224°01´59´´                                 247°56´22´´                                 220°46´52´´                                
1234297                                      224°01´59´´                                 247°56´22´´                                 221°21´09´´                                
1234406                                      224°01´59´´                                 248°59´38´´                                 222°03´20´´                                
1234516                                      224°01´59´´                                 249°47´06´´                                 222°03´20´´                                
1234625                                      224°01´59´´                                 249°47´06´´                                 222°32´20´´                                
1234735                                      224°01´59´´                                 249°57´39´´                                 222°32´20´´                                
1234844                                      224°01´59´´                                 249°57´39´´                                 222°34´58´´                                
1234953                                      224°01´59´´                                 249°57´39´´                                 222°40´15´´                                
1235063                                      224°01´59´´                                 249°57´39´´                                 222°40´15´´                                
1235172                                      224°01´59´´                                 249°33´55´´                                 222°29´42´´                                
1235281                                      224°01´59´´                                 249°02´17´´                                 222°29´42´´                                
1235391                                      224°01´59´´                                 249°02´17´´                                 222°27´04´´                                
1235500                                      224°01´59´´                                 248°22´44´´                                 222°27´04´´                                
1235610                                      224°01´59´´                                 248°22´44´´                                 222°24´26´´                                
1235719                                      224°01´59´´                                 247°40´32´´                                 222°19´09´´                                
1235828                                      224°01´59´´                                 247°24´43´´                                 222°19´09´´                                
1235938                                      224°01´59´´                                 247°24´43´´                                 222°40´15´´                                
1236047                                      224°01´59´´                                 247°14´10´´                                 222°40´15´´                                
1236156                                      224°01´59´´                                 247°14´10´´                                 223°01´20´´                                
1236266                                      224°01´59´´                                 247°08´54´´                                 223°19´48´´                                
1236375                                      224°01´59´´                                 247°08´54´´                                 223°19´48´´                                
1236485                                      224°01´59´´                                 246°53´05´´                                 223°30´21´´                                
1236594                                      224°01´59´´                                 246°26´43´´                                 223°30´21´´                                
1236703                                      224°01´59´´                                 246°26´43´´                                 223°40´53´´                                
1236813                                      224°01´59´´                                 246°00´21´´                                 223°40´53´´                                
1236922                                      224°01´59´´                                 246°00´21´´                                 224°01´59´´                                
1237031                                      224°01´59´´                                 245°41´53´´                                 224°30´59´´                                
1237141                                      224°01´59´´                                 245°20´48´´                                 224°30´59´´                                
1237250                                      224°01´59´´                                 245°20´48´´                                 225°02´38´´                                
1237360                                      224°01´59´´                                 245°10´15´´                                 225°02´38´´                                
1237469                                      224°01´59´´                                 245°10´15´´                                 226°13´49´´                                
1237578                                      224°01´59´´                                 245°10´15´´                                 228°04´34´´                                
1237688                                      224°01´59´´                                 245°10´15´´                                 228°04´34´´                                
1237797                                      224°01´59´´                                 245°20´48´´                                 230°21´40´´                                
1237906                                      224°01´59´´                                 245°39´15´´                                 230°21´40´´                                
1238016                                      224°01´59´´                                 245°39´15´´                                 233°10´25´´                                
1238125                                      224°01´59´´                                 245°28´42´´                                 233°10´25´´                                
1238235                                      224°01´59´´                                 245°28´42´´                                 236°25´32´´                                
1238344                                      224°01´59´´                                 245°07´37´´                                 240°01´45´´                                
1238453                                      224°01´59´´                                 244°43´53´´                                 240°01´45´´                                
1238563                                      224°01´59´´                                 244°43´53´´                                 243°48´30´´                                
1238672                                      224°01´59´´                                 244°25´25´´                                 243°48´30´´                                
1238781                                      224°01´59´´                                 244°25´25´´                                 247°19´27´´                                
1238891                                      224°01´59´´                                 243°59´03´´                                 250°29´17´´                                
1239000                                      224°01´59´´                                 243°59´03´´                                 250°29´17´´                                
1239110                                      224°01´59´´                                 243°37´58´´                                 253°33´52´´                                
1239219                                      224°01´59´´                                 243°30´03´´                                 253°33´52´´                                
1239328                                      224°01´59´´                                 243°30´03´´                                 256°19´58´´                                
1239438                                      224°01´59´´                                 243°24´47´´                                 256°19´58´´                                
1239547                                      224°01´59´´                                 243°24´47´´                                 258°23´54´´                                
1239656                                      224°01´59´´                                 243°19´30´´                                 259°27´11´´                                
1239766                                      224°01´59´´                                 243°19´30´´                                 259°27´11´´                                
1239875                                      224°01´59´´                                 243°19´30´´                                 259°43´00´´                                
1239985                                      224°01´59´´                                 243°14´14´´                                 259°43´00´´                                
1240094                                      224°01´59´´                                 243°14´14´´                                 259°03´27´´                                
1240203                                      224°01´59´´                                 243°14´14´´                                 257°57´32´´                                
1240313                                      224°01´59´´                                 243°14´14´´                                 257°57´32´´                                
1240422                                      224°01´59´´                                 243°24´47´´                                 256°30´31´´                                
1240531                                      224°01´59´´                                 243°22´08´´                                 256°30´31´´                                
1240641                                      224°01´59´´                                 243°22´08´´                                 254°55´36´´                                
1240750                                      224°01´59´´                                 243°11´36´´                                 254°55´36´´                                
1240860                                      224°01´59´´                                 243°11´36´´                                 253°20´41´´                                
